,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
1840,7oqZVbE2W4MCoMS34PPDr3,DJ Icey,LDN Selection,Stingray,12,251520,False,0.778,0.932,6,-3.823,1,0.0431,0.000543,0.665,0.093,0.468,124.976,4,breakbeat
1841,4jw37be7lRkmbZ9p6ENGD9,Håkan Hellström,Känn ingen sorg för mig Göteborg,Jag var bara inte gjord för dessa dar,33,263933,False,0.356,0.935,2,-5.864,0,0.101,0.00023,2.1e-05,0.214,0.512,88.711,4,goth
1842,4oxn7x9fGHMosnD8LLr7dg,Flower,THIS IS Flower THIS IS BEST,Blue Sky Blue(version2016),25,248640,False,0.531,0.911,0,-3.093,1,0.0472,0.156,0.0,0.415,0.559,159.969,4,j-idol
1843,39uLYYZytVUwcjgeYLI409,Joe Hisaishi,FREEDOM PIANO STORIES 4,Merry-Go-Round of Life - from 'Howl's Moving Castle',68,311106,False,0.239,0.287,7,-12.565,0,0.0388,0.876,0.644,0.122,0.185,71.608,3,classical
1844,5DH1vidFEjKOWjpwEoI8CS,Juhani Ahonen,Crevice,Crevice,59,159913,False,0.165,0.0386,4,-30.602,0,0.04,0.904,0.869,0.107,0.0451,81.498,4,sleep
1845,1QnL8wCk7xyZH3x6KCG2pG,Alice Russell,To Dust (Bonus Track Edition),Citizens,21,167400,False,0.883,0.277,7,-9.518,0,0.0606,0.811,0.00015,0.0808,0.628,94.998,4,trip-hop
1846,5Z6zD6DZbzb9XcQMO99hwg,Yasume,Where We're From The Birds Sing A Pretty Song,Rengoku (Condensed),8,379746,False,0.623,0.696,4,-8.837,0,0.0561,0.00157,0.628,0.341,0.138,101.98,4,idm
1847,0crd93NUzNm59mYTXPZSGU,Wormrot,Abuse,Scum Infestation and Last Song,11,136466,False,0.165,0.997,9,-1.8,0,0.236,0.00222,0.857,0.222,0.0383,95.92,4,grindcore
1848,78v8ad1iLTlfLbam4qvzNu,Vicetone;Daisy Guttridge,Waiting,Waiting,63,205714,False,0.651,0.7,1,-4.264,0,0.0318,0.352,0.0,0.061,0.214,104.964,4,edm
1849,5S5L53t8PhVaGDy6ds9D9K,Virginia Lopez,Lo Mejor De Lo Mejor De Virginia Lopez,Cariñito Azucarado,34,154960,False,0.571,0.831,0,-7.647,1,0.0605,0.759,0.0,0.415,0.884,133.016,4,rock-n-roll
1850,5KAPpvtyJGNSmCffDHDrWV,Napalm Death,Death By Manipulation,Siege Of Power,14,213066,False,0.326,0.879,3,-14.048,1,0.0671,6.19e-06,0.732,0.223,0.304,136.633,4,grindcore
1851,3MrfPG6AI0KagNOvRSFvfQ,ONYVAA,Lost Angeles EP,Lucid,30,364272,False,0.664,0.906,9,-8.509,0,0.0737,0.000366,0.902,0.126,0.0765,138.017,4,detroit-techno
1852,6FRwDxXsvSasw0y2eDArsz,Cream,Disraeli Gears,Sunshine Of Your Love,60,250000,False,0.684,0.481,2,-12.59,1,0.0384,0.475,6.57e-05,0.118,0.784,115.078,4,psych-rock
1853,1kc3sMH4EMcVSmVKWpAVfk,George Jones,The Essential George Jones,We Can Make It,12,124693,False,0.659,0.305,2,-14.039,1,0.0269,0.584,0.000824,0.106,0.586,88.479,4,honky-tonk
1854,4l9rJRwlaMnPYD5DJtIIFo,Elvis Presley,Elvis 30 #1 Hits (Expanded Edition),Hound Dog,63,133293,False,0.343,0.884,5,-4.123,0,0.128,0.623,0.000623,0.497,0.94,177.751,4,rockabilly
1855,55nMnifaQWKe3f9cbwOXwx,Martin Garrix;Macklemore;Fall Out Boy;Tiësto,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) [Remixes],Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) - Tiësto Remix,53,255238,False,0.69,0.78,5,-4.446,0,0.0594,0.00733,0.00183,0.0729,0.238,126.07,4,progressive-house
1856,3HHNr1SGtwGG6XKHkvHVJb,Clean Bandit;A7S,Hit After Hit,Everything but You,0,198014,False,0.679,0.764,6,-5.301,1,0.0391,0.031,9.05e-06,0.0951,0.471,124.977,4,edm
1857,2oEXzg6PzHXQ3Mt6Ar4fYt,Sister Sadie,Sister Sadie,Unholy Water,27,204826,False,0.461,0.575,0,-7.044,1,0.0302,0.754,0.0434,0.315,0.614,175.763,4,bluegrass
1858,21UOaXTxPAFsJoASQiKmLL,Versos Que Compomos Na Estrada;Eu Me Chamo Antônio;Gero Camilo,Eu Me Chamo Antônio,Eu Me Chamo Antônio,39,176120,False,0.42,0.174,2,-15.309,0,0.137,0.9,0.0,0.376,0.135,172.358,3,mpb
1859,7f3j7yWJzWlgrIHX6H4RPB,Adam Johnson,Chigliak,Kriegspiel,8,235293,False,0.624,0.759,2,-8.262,1,0.0398,0.000746,0.477,0.109,0.293,112.047,4,idm
1860,6IbWvyiCCC9uEHiW1vnpfR,Plácido Domingo,From My Latin Diary,"Nosotros, Contigo, Sin Tí - Medley",20,345813,False,0.307,0.401,1,-10.693,1,0.0317,0.822,2.08e-05,0.16,0.197,91.131,3,opera
1861,1ZitTmSr7Qj4M6LPHnxI5c,Four Tops,Classic Christmas Music 2022,Little Drummer Boy,0,465573,False,0.715,0.782,1,-7.787,1,0.0391,0.0418,0.0228,0.233,0.623,120.068,4,soul
1862,5C1Afe1ABbNGuaIR7ImmF6,Nikolay Kopylov,Golden Hits Of The Ancient Russian Romance Vol. 1,Only Once,0,186693,False,0.509,0.261,4,-8.962,0,0.0513,0.977,0.00285,0.109,0.173,133.327,4,romance
1863,5yGnN8BXOtV5t5lTiq9EAK,Julio Sosa,Grandes Éxitos De,Tiempos Viejos,22,139920,False,0.627,0.374,0,-13.446,0,0.0738,0.99,0.906,0.135,0.688,129.503,4,tango
1864,5fTJGZ6k0zokfh5KLfe0sm,JJ Heller,Missing Peace,Missing Peace,52,238733,False,0.572,0.317,0,-9.108,1,0.0241,0.705,0.00385,0.528,0.38,78.009,4,acoustic
1865,4JLcAU2xY90qTkTSNM1lUa,Nancy Sinatra,How Does That Grab You?,Bang Bang (My Baby Shot Me Down),66,162446,False,0.433,0.174,5,-18.791,0,0.0537,0.982,0.101,0.111,0.366,95.802,4,folk
1866,1ntxpzIUbSsizvuAy6lTYY,Jimi Hendrix,Electric Ladyland,Crosstown Traffic,63,146573,False,0.486,0.963,0,-5.586,0,0.129,0.248,2.39e-06,0.158,0.533,113.133,4,blues
1867,4XYeqPS3f221BsY4rdrS9R,Sam Smith,Autumn Vibes 2022,I'm Not The Only One,0,239426,False,0.684,0.487,5,-5.887,1,0.0367,0.495,4.57e-06,0.0821,0.456,81.997,4,dance
1868,68liqwYAr7W5EtDaHgCi9N,La Adictiva,Eso Es La Riqueza,Solo Vete Por Favor,44,229240,False,0.687,0.327,10,-7.459,1,0.039,0.516,0.0,0.0908,0.793,80.019,4,r-n-b
1869,7cs7MLtAWvsdf3w5kBvfK2,Cigarettes After Sex,EP I.,Nothing's Gonna Hurt You Baby,72,286293,False,0.508,0.33,4,-14.071,1,0.0265,0.259,0.154,0.114,0.101,96.818,4,ambient
1870,25ugoarRZ6IaZegrjNxGOx,The Wailers,Burnin' (Deluxe Edition),"Get Up, Stand Up",61,197666,False,0.765,0.555,10,-7.579,0,0.374,0.409,2.04e-06,0.073,0.828,77.848,4,dub
1871,2SoGd5sYeLswARIBv3eb9t,Jaska Mäkynen,Elämän tie,Yötuulen viesti,25,231466,False,0.509,0.511,0,-10.719,0,0.0293,0.626,8.46e-06,0.365,0.799,109.959,4,tango
1872,00yByCY0mau0KEuRcMg3UQ,Patrizio Buanne,The Italian,A Man Without Love,50,204640,False,0.554,0.648,1,-5.35,1,0.0297,0.666,0.0,0.105,0.413,110.172,4,opera
1873,5fUPkBZLc8toCgcrKp5b4Q,Alexander Alar;Beat Inside,Warsaw,Warsaw - Original Mix,29,299992,False,0.699,0.964,5,-4.223,1,0.035,0.001,0.771,0.187,0.404,122.007,4,techno
1874,1r27kdNMQjfbTuoS61BSYX,Jägermeister DJ Alex;Matty Valentino,Ballermann Einhorn - Mallorca Schlager Hits 2017 für deine Party,Auffe aufn Berg,26,231424,False,0.637,0.974,8,-3.238,1,0.244,0.135,0.0,0.0929,0.588,140.113,4,party
1875,4aYMKMpoKrFBgo3TTIYT2Z,Payung Teduh;Orkes Panawijen,Diam,Diam,44,247000,False,0.73,0.396,0,-7.382,1,0.0277,0.657,0.000447,0.297,0.681,89.98,4,folk
1876,44AyOl4qVkzS48vBsbNXaC,Elvis Presley,Blue Hawaii,Can't Help Falling in Love,80,182360,False,0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,3,rock-n-roll
1877,3ZUSaB3FsuMjL2tKd2FAY0,Adolescent's Orquesta,Persona Ideal,Mi Error,35,244506,False,0.542,0.632,0,-6.544,1,0.056,0.485,0.0,0.0705,0.804,142.795,4,salsa
1878,5lEF7iaGgwJ6Fpcq0XDq7B,Crazibiza;House of Prayers,"Amsterdam After Disco, Vol. 5",Let's Dance ( Pump It up ) - Original Mix,0,345365,False,0.826,0.932,7,-4.057,1,0.0692,0.00328,0.66,0.0306,0.443,122.989,4,disco
1879,7iraBslVEX9wlVVwmsg4m7,Phil Wickham,Hymn of Heaven,God of Revival,36,320146,False,0.432,0.701,1,-6.181,1,0.0474,0.0202,0.0,0.151,0.169,144.074,4,world-music
1880,52dSmFbsNc0viVgfXaoRLk,Boehm,Otherside,Otherside,38,149759,False,0.771,0.674,9,-5.821,0,0.0468,0.0995,1.47e-06,0.113,0.138,124.902,4,deep-house
1881,53GLKp1wq2wu2nZe8BSeVq,Amado Batista,Sementes de Amor,Serenata,49,164000,False,0.755,0.784,7,-5.899,1,0.0319,0.26,0.0,0.284,0.491,121.393,4,sertanejo
1882,2tofXDrli8EbbsM7bZflXq,BOØWY,PSYCHOPATH,PSYCHOPATH,26,285093,False,0.792,0.818,5,-5.783,1,0.0406,0.00787,0.014,0.0716,0.742,128.543,4,rockabilly
1883,5JEyr135t1qMJioNg7fy5s,Edvard Grieg;Dietrich Fischer-Dieskau;Hartmut Höll,October Classical Playlist,"Fem digte, Op. 26: No. 5, Herbststimmung",0,93000,False,0.357,0.0147,5,-22.524,0,0.0479,0.985,0.000447,0.0584,0.11,107.869,1,classical
1884,5eq83Qv4nFwht3tL3UCKdK,Andy Hendrickson,Dry Bar Comedy Presents: Left Field,New York to LA,22,166416,False,0.443,0.521,10,-16.134,1,0.935,0.664,0.0,0.903,0.344,80.363,1,comedy
1885,3wtXp02KWZCqsZGWRZxNM6,Kevin Roldan,Perreo en Halloween,PPP,1,129332,False,0.798,0.625,4,-6.83,1,0.13,0.383,3.33e-05,0.125,0.774,92.994,4,reggae
1886,6eE0f2XF699L6EtRnRMBJD,Dabin;Mokita,Drown,Drown,40,258678,False,0.368,0.754,1,-5.185,1,0.0502,0.00928,0.0,0.256,0.281,169.881,4,dubstep
1887,7ahLXEQsn8588vLthwT4ud,CA7RIEL,LIVRE,Vibra Alta,42,194666,False,0.739,0.726,11,-6.384,0,0.192,0.285,0.0,0.108,0.58,89.997,4,electronic
1888,1phGE4kjvUS3lOnIqGP2C4,Belchior,Belchior ou era uma vez um homem e seu tempo,Comentário a respeito de John,41,306021,False,0.462,0.638,7,-5.653,1,0.0271,0.248,1.26e-06,0.0697,0.482,145.271,4,samba
1889,1NhLJcFWLjrBax77kFft28,Las Pelotas,Máscaras de Sal,Capitán América,46,188000,False,0.617,0.789,11,-7.891,0,0.029,0.000185,0.000174,0.0909,0.934,125.006,4,alt-rock
1890,3ohxPqZyB74W6ZWFHJdTWk,JJ Lin;Stefanie Sun,Stay With You (英文版),Stay With You - 英文版,49,207760,False,0.308,0.302,7,-7.874,1,0.0343,0.86,0.0,0.121,0.425,170.841,5,mandopop
1891,0ttfJZcKq7E7NcIldlogbn,Marilyn Manson,Twisted Halloween Hits,The Beautiful People,0,222773,True,0.609,0.948,9,-4.938,1,0.113,0.00404,0.0978,0.042,0.786,144.037,4,metal
1892,2tld2PLZXQvA7Toq38txGT,Darren Styles;Dougal;Gammer,Party Don't Stop,Party Don't Stop,53,197647,False,0.555,0.954,5,-1.064,1,0.0849,0.000597,0.276,0.0292,0.4,169.956,4,techno
1893,5XyXczD7YpXm88M94lthms,Walkyria Santos;Taty Girl,Walkyria Santos Única 2 - Minha História,Primeiro Beijo,40,178588,False,0.485,0.939,0,-3.964,0,0.0887,0.483,0.0,0.867,0.666,97.531,4,forro
1894,3zxUdf7XmWpH6oddULwbwJ,DJ Snake;Selena Gomez,Revelación - EP,Selfish Love (with Selena Gomez),55,168648,False,0.723,0.647,5,-7.975,0,0.103,0.02,0.331,0.1,0.456,110.963,4,edm
1895,3m2FNr5FlOyf94Slpae7vy,Lulu Santos,O Último Romântico,O último romântico,45,252306,False,0.716,0.494,4,-14.118,1,0.0288,0.62,1.28e-05,0.303,0.805,129.864,4,brazil
1896,75TwXjTXXVOYVh0IeHYLVV,Soolamangalam Sisters,Arul Isai Thendral - Sulamangalam Sisters,Azhagellam Murugane,39,189120,False,0.524,0.636,0,-7.238,0,0.034,0.782,0.0535,0.0662,0.827,153.114,4,classical
1897,4Hvf9xIeJWp5p9FkJerQhN,Vijay Yesudas,Premam,Malare,58,316551,False,0.468,0.501,11,-10.841,1,0.03,0.752,1.21e-05,0.108,0.544,82.525,3,pop-film
1898,0PtcAocxleRXX4HCK9dblL,Gost,Behemoth,Behemoth,43,267090,False,0.551,0.982,8,-1.265,1,0.139,9.38e-06,0.877,0.19,0.175,128.966,4,club
1899,1FU5fnmyjmf2zEPmnMqWaI,Timothy Infinite,Pajamas,Unbuttoned,9,143750,False,0.751,0.606,4,-5.188,1,0.0537,0.534,0.0319,0.347,0.131,140.078,4,study
1900,2dowoN9yWHcP9yuOSbVSBm,Whitefield Brothers,In The Raw,Sol Walk,18,211226,False,0.7,0.933,5,-4.084,1,0.0605,0.166,0.195,0.0501,0.863,115.711,4,afrobeat
1901,02JV4HqCdytDkfFwADgLeS,Vector Lovers,Electrospective,Stranger Smiled at Me,16,193761,False,0.702,0.744,4,-8.701,1,0.0335,0.258,0.898,0.117,0.115,109.012,4,idm
1902,6sCGgj59qkhjaH8FXeT0R9,Banda Magníficos,Ao Vivo,Verdadeiro Amor - Ao Vivo,51,181306,False,0.507,0.832,5,-7.707,1,0.0467,0.0149,7e-06,0.429,0.553,105.923,4,forro
1903,0HnbfIzOu6eLF8Kb1mT9Wl,WORMONO;Tejas R.H,Laaree Chootee,Laaree Chootee,66,130718,False,0.303,0.349,11,-15.52,1,0.208,0.758,0.000169,0.363,0.337,180.246,4,indian
1904,2kTz9GshE7oyjYsDaCWVEb,Ivete Sangalo,Dura Na Queda,Dura Na Queda,39,181993,False,0.619,0.802,11,-5.319,1,0.0974,0.438,0.0,0.32,0.93,196.104,4,samba
1905,6y5XDm2NuZCRhy4Bg0VBly,Mercyful Fate,In the Shadows,The Old Oak,25,534933,False,0.275,0.949,9,-7.404,1,0.0953,0.00139,0.013,0.304,0.421,75.841,4,death-metal
1906,5jWI1xNxABzDRFTnD2yp8L,Tina Charles,I Love To Love - The Best Of,I Love to Love,61,183693,False,0.677,0.703,9,-9.344,1,0.0344,0.143,6.96e-05,0.514,0.962,99.419,4,disco
1907,3Nku6gLNqnwUuq8GLkqyhW,Armin van Buuren;Vini Vici;Hilight Tribe,Great Spirit,Great Spirit,66,215773,False,0.592,0.911,9,-7.975,1,0.0659,0.00608,0.0123,0.223,0.211,103.517,3,progressive-house
1908,0zcEFOW4UllwSKslaU1Xq5,Andreas Vollenweider;Walter Keiser;Pedro Haldemann;Jon Otis,"Behind the Gardens, Behind the Wall, Under the Tree...",Lion and Sheep,26,174556,False,0.731,0.726,1,-6.629,1,0.033,0.824,0.69,0.23,0.63,138.619,1,new-age
1909,7zWMiyhsWULaasOszA2Ha7,Manim Vaqueiro;NATTAN,Não Acaba Não,Não Acaba Não,42,152256,False,0.711,0.873,0,-2.896,0,0.0458,0.419,0.0,0.347,0.886,156.073,4,forro
1910,6WcZ0Osxiz3ep4Zsdrrv0j,Nat King Cole,pov: you rock around the christmas tree,Deck The Halls,0,69000,False,0.635,0.393,9,-10.889,1,0.0394,0.652,0.0,0.0845,0.97,107.172,4,jazz
1911,6kYGUoIczys9WNpuQGBdoG,Urgehal,Goatcraft Torment,Selvmordssalme,16,360000,False,0.0679,0.917,9,-6.398,1,0.0686,1.51e-06,0.000689,0.211,0.194,184.386,4,black-metal
1912,5imShWWzwqfAJ9gXFpGAQh,John Mayer,Continuum,Waiting On the World to Change,73,201173,False,0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739,4,songwriter
1913,5JRcDiHOMtl30Bhm8glskp,SirensCeol,Stay,Stay,34,172965,False,0.607,0.799,9,-3.511,1,0.0418,0.0328,0.044,0.355,0.247,145.062,4,dubstep
1914,7bKWcP3ExUaYeRivBx5KR5,Vendredi;Son&Dad,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,Crazy - (Acoustic Mix),28,169404,False,0.651,0.425,3,-6.002,1,0.0309,0.879,4.54e-06,0.156,0.302,104.819,4,acoustic
1915,0nlxkDzyZPBFxaFQqoNdYy,Håkan Hellström,2 steg från paradise (Deluxe Version),2 steg från paradise,39,347720,False,0.672,0.757,10,-6.471,1,0.162,0.147,0.0,0.339,0.712,141.96,4,goth
1916,1XDlBd1YCUkQOsoNhA3C5z,Serpentor,Legiones,Reinará el Caos,25,374026,False,0.224,0.995,0,-2.532,0,0.22,4.23e-05,0.00231,0.34,0.115,179.966,4,heavy-metal
1917,2Rw0QiMu5Hx6UQn9tKRTiM,Cyclo;GARABATTO,Amor y Muerte,Se Que Has Cambiado,28,199500,False,0.764,0.651,10,-8.043,0,0.0813,0.407,0.0,0.199,0.475,139.987,4,spanish
1918,0aDTaI6pxKLiy0vcmHebZR,Todos Tus Muertos,Greatest Hits,Tu Alma Mía / Adelita,36,233266,False,0.546,0.464,9,-18.492,0,0.0638,0.00383,8.78e-06,0.224,0.731,116.327,4,hardcore
1919,1X4JzOvZWa5IwK8C0y6mJU,DJ Quest;Odissi,Wormhole EP,Wormhole - Original Mix,14,434912,False,0.638,0.892,4,-4.631,0,0.0616,0.00115,0.807,0.328,0.118,138.002,4,breakbeat
1920,2yI8GVtducONY2HERTqRFL,Planet Hemp,A Invasão do Sagaz Homem Fumaça,12 Com Dezoito,35,183800,False,0.424,0.875,11,-6.162,0,0.261,0.0028,0.0,0.603,0.641,112.727,4,hard-rock
1921,7cflqPPi3zWfLFRRBTWeh6,Jeremy Zucker;blackbear,idle,talk is overrated,65,189800,True,0.776,0.353,4,-8.317,0,0.0687,0.435,0.0,0.302,0.658,138.035,4,electro
1922,5lbHseygO9s4EqzBbH9Ytq,Tianastacia,Ta Na Boa,Seu Caminho,37,268933,False,0.448,0.736,9,-5.016,1,0.0523,0.0881,0.0,0.0621,0.75,85.073,4,punk-rock
1923,5m3GmwLuZSP00IzHdxsDIV,Andrés Calamaro,Música para casa,Cuarteles De Invierno,0,212440,False,0.488,0.627,9,-7.266,0,0.0295,0.429,0.000133,0.114,0.482,78.979,4,alt-rock
1924,3BdMyHoBSt1jzGGK6Rofph,Vybz Kartel,Kingston Story (Deluxe Edition),Beautiful Girl,21,218329,False,0.792,0.854,7,-6.17,1,0.105,0.116,4.02e-06,0.108,0.829,110.01,4,j-dance
1925,35FdyUxBYDgm1cXCNf23kc,The Baseballs,The Sun Sessions,Thinking Out Loud,23,253945,False,0.737,0.836,5,-8.039,0,0.0442,0.379,4.57e-06,0.305,0.853,105.994,4,rockabilly
1926,7CpbhqKUedOIrcvc94p60Y,Drowning Pool,Sinner,Bodies,75,201960,False,0.656,0.932,4,-3.405,0,0.0708,0.00347,0.00147,0.144,0.544,130.936,4,industrial
1927,1eWWdO6oIBdJT8SCXaYCYV,Marmi;Aitana,Tu Foto Del DNI,Tu Foto Del DNI,61,179653,False,0.488,0.922,10,-2.542,0,0.0978,0.0306,0.0,0.374,0.52,172.804,4,spanish
1928,3DS0g1tED3VSCayCFOwLE5,Fox Lake,Lady Luck,Bite. Chew. Swallow.,26,213846,True,0.417,0.929,6,-3.675,1,0.225,0.00711,0.0,0.658,0.402,86.059,4,metalcore
1929,6BDLcvvtyJD2vnXRDi1IjQ,Seven Lions;ILLENIUM;Said The Sky;HALIENE,Rush Over Me,Rush Over Me,55,259555,False,0.441,0.753,0,-4.074,1,0.044,0.0701,0.0,0.027,0.254,135.015,4,dubstep
1930,0qHnnTrylCi1qnzdd4gM1S,Nat King Cole,pov: you ride on santa's sleigh,Joy To The World - Remastered 1999,0,84986,False,0.553,0.337,10,-10.334,1,0.0303,0.818,0.0,0.113,0.664,102.213,4,jazz
1931,4maYtkkk0yegIvU6LrQM6e,Chris Tomlin,Always,History,39,199066,False,0.415,0.693,9,-4.664,1,0.0318,0.027,0.0,0.183,0.572,167.826,4,world-music
1932,6zKF4293k44ItKWJJgrhXv,Killswitch Engage,As Daylight Dies (Special Edition),My Curse,68,244773,False,0.197,0.956,10,-2.908,0,0.0663,7.61e-05,0.00992,0.261,0.209,177.018,3,metalcore
1933,1pdFdv8R6ezIAUUNkn785b,SEVENTEEN,SEVENTEEN 4th Album Repackage 'SECTOR 17',CHEERS,76,181466,False,0.74,0.848,2,-4.697,1,0.097,0.306,0.0,0.193,0.881,159.991,4,k-pop
1934,2ibTzucqBTofzEOp2sALeG,Raimundos,Acústico - Ao Vivo,Bonita - Ao Vivo | Acústico,36,167658,False,0.493,0.945,8,-2.837,1,0.0501,0.311,0.0,0.528,0.947,185.979,4,hard-rock
1935,7x56g3SKfKeE4XRg9MsTyi,Giuseppe Verdi;Carlo Rizzi;Edita Gruberova;London Symphony Orchestra;Neil Shicoff,40 Most Beautiful Arias,"Verdi: La traviata, Act 1: ""Un dì felice"" (Alfredo, Violetta, Gastone)",25,189239,False,0.324,0.149,5,-18.318,1,0.051,0.976,1.33e-05,0.136,0.154,95.073,3,opera
1936,5xMotDt8HMBgudGOP2QLj6,DEAD END,shambara,Embryo Burning,20,272718,False,0.409,0.984,0,-3.749,1,0.0914,0.00266,0.000375,0.188,0.355,148.905,4,heavy-metal
1937,71BJVUm9wse1WBFEGHIFsI,Tove Lo,Dirt Femme,2 Die 4,64,185875,False,0.816,0.8,10,-5.705,0,0.0738,0.028,7.38e-05,0.129,0.533,118.01,4,synth-pop
1938,5pNH860FWVxhNfzciJKN7w,Leila Bela,Angra Manyu,Incubus in the Night,0,79173,False,0.365,0.134,7,-38.409,1,0.59,0.871,0.126,0.118,0.175,142.34,5,iranian
1939,0TkquWzzuxcrwbCWlTrKYF,Neha Kakkar;Tanishk Bagchi;Lalit Sen,Yaad Piya Ki Aane Lagi,Yaad Piya Ki Aane Lagi,65,256678,False,0.858,0.833,5,-3.747,0,0.0471,0.375,0.0,0.112,0.693,107.977,4,pop-film
1940,3VwgtTh9D0CubY32jdhI5U,Crumb,Jinx,Cracking,59,111986,False,0.635,0.385,6,-11.621,1,0.0341,0.39,0.783,0.0993,0.117,121.951,4,psych-rock
1941,2AllsVsmrJkEwXPXwDBCQu,Eason Chan,Shall We Dance? Shall We Talk!,單車,57,211251,False,0.635,0.35,7,-10.591,1,0.0284,0.754,0.0,0.0743,0.307,130.067,4,cantopop
1942,01YvuEGemQFHwwyonFxIma,Coral Voice Soul;Raphael Dias,Não Demora,Não Demora,26,339440,False,0.392,0.78,7,-4.328,1,0.0526,0.15,0.0,0.262,0.466,81.952,3,groove
1943,2havWZsaPb3X4FkZkBNzVc,Sujatha,Mambazhakkalam (Original Motion Picture Soundtrack),Kandu Kandu,32,270333,False,0.656,0.642,9,-10.186,0,0.0722,0.483,1.36e-05,0.317,0.62,100.085,4,malay
1944,2BBzDicR8hMzSNwUqtdPV5,Dora The Explorer,Dora The Explorer,Bate Bate Chocolate,14,72666,False,0.816,0.429,7,-6.386,1,0.206,0.128,0.0,0.0479,0.971,80.285,4,kids
1945,2ggLxejiY4aIzf7FmZDTTj,Los Poetas De La Guitarra,Music Without Words - Guitarra Vol. 2,Cielo Rojo / Cruz De Olvido,22,170225,False,0.511,0.33,2,-7.122,1,0.0585,0.609,0.846,0.0982,0.259,196.045,4,guitar
1946,6qrb4ganbSTzcDDOo1pzMT,Dev Negi,Kedarnath,Sweetheart,66,212195,False,0.768,0.806,8,-6.277,1,0.0517,0.376,1.65e-06,0.0787,0.925,123.039,4,pop
1947,5ynCNwoLOOHoJU4N40m97V,Padra,Nahs,Nahs,2,260000,False,0.486,0.978,8,-2.591,1,0.0934,0.0005,0.0,0.203,0.397,100.012,4,iranian
1948,0n30h31bEKiIHXXzPbkdqy,ILLENIUM,Take You Down,Take You Down,46,221294,False,0.285,0.694,11,-3.358,1,0.0482,0.511,0.000128,0.374,0.163,170.124,4,dubstep
1949,5qxxGClUqyGC7hRwqYUjKP,Blake Shelton,Holly Jolly Christmas,Jingle Bell Rock,0,123400,False,0.65,0.736,0,-5.222,1,0.0378,0.122,0.0,0.0998,0.595,129.941,4,country
1950,3drvdWPoajpH7BmXdMj5nl,Almklausi,Après Ski Megahits 2023,Wir machen mit bei der Rettung der Erde,0,190106,False,0.711,0.958,1,-1.95,1,0.0609,0.0799,0.0,0.361,0.816,139.984,4,party
1951,69K4Q0IBI85kwCbJYUQ7Qi,James Taylor,Christmas Country Songs 2022,Santa Claus Is Coming To Town,0,183253,False,0.696,0.343,7,-11.596,0,0.0376,0.707,0.000119,0.107,0.38,131.043,4,folk
1952,6ST2sndt6ieETDBzOSR063,Manolo Muñoz,Los Éxitos de Manolo Muñoz,El Rápido Speedy Gonzalez,40,156177,False,0.512,0.598,0,-5.868,1,0.0628,0.569,0.0,0.297,0.747,146.995,4,rock-n-roll
1953,04pQck9yFXwkAQu2U5Sc9X,Crypton;Unproven,No Sleep,No Sleep,31,197853,False,0.604,0.966,1,-3.054,1,0.0557,0.0669,0.00137,0.437,0.145,102.471,4,hardcore
1954,1W5mifA8dmXAkeich4GPFK,one sonic society;Mike Weaver,Great Is Thy Faithfulness (Beginning to End) [feat. Mike Weaver] (feat. Mike Weaver),Great Is Thy Faithfulness (Beginning to End) [feat. Mike Weaver] (feat. Mike Weaver),45,250426,False,0.478,0.347,0,-7.43,1,0.0261,0.0672,0.0,0.0838,0.28,99.947,3,world-music
1955,072Hl1zCG3UMxc7JBeQk7r,Marshmello;Bastille,Happier (Slowed + Reverb),Happier - Slowed + Reverb,54,240531,False,0.57,0.778,0,-4.723,0,0.0384,0.179,1.36e-06,0.227,0.493,89.116,4,progressive-house
1956,1eqGYJJr2z2GXK1i0hD3BC,Pat Boone,Pat Boone's Greatest Hits (Reissue),Love Letters In The Sand - Single Version,55,134560,False,0.571,0.196,3,-13.216,1,0.0278,0.811,0.0,0.142,0.555,88.728,4,rock-n-roll
1957,4xhWOVLsr9VsMiaUH4aCrx,Benny,Cielo,Sutil dolor,29,203066,False,0.596,0.529,7,-8.958,1,0.0327,0.0276,0.00187,0.0811,0.535,144.954,4,spanish
1958,5xwYLXOvJZsLqkKa8d2job,Natalie Holt,Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack],Catch Up,37,97911,False,0.308,0.478,7,-10.344,0,0.0323,0.445,0.307,0.257,0.0637,100.452,4,british
1959,4WBuYFw26LcnSuScYQiVNH,Caju Pra Baixo,"Open Bar do Caju, Vol. 2 (Ao Vivo)",Amor de Fim de Noite / Morena da Cor do Pecado - Ao Vivo,45,281598,False,0.623,0.798,1,-5.027,1,0.126,0.673,0.0,0.0461,0.9,156.009,4,samba
